id,full_title,age,view_count,like_count,dislike_count,comment_count,artists
0,Abeba Habtu - Endeminew Wolo - Ethiopian Music 2015 (Official Video),1498,2116611,3452,941,591,ABEBA HABTU
1,Dawit Wordofa - Kibir Yigebal | ክብር ይገባል - New Ethiopian Music 2019 (Official Video),23,65396,1565,523,470,DAWIT WORDOFA
2,Yiftusera Zerihun -  Bos Bos - New Ethiopian Music 2016 (Official Video),1367,12839,33,6,10,YIFTUSERA ZERIHUN
3,Dawit Alemayehu - Ha Lemene | ሀ ለምኔ - New Ethiopian Music 2017 (Official Video),862,5916817,15392,2720,2378,DAWIT ALEMAYEHU
4,Tamrat kahsay - Asey | ኣሰይ (ናፍቆቴን በዜማ) - New Ethiopian Music 2018 (Official Video),308,68402,824,71,144,TAMRAT KAHSAY
5,Wondesen Tesfaye -  Ney Yene Konjo - New Ethiopian Music 2015 (Official Video),1490,7121,19,9,5,WONDESEN TESFAYE
6,MyKey Shewa - Sew Fitun Hot Ethiopian Music Dedicated To all Ethiopias all around the World,2162,17130,48,2,5,MYKEY SHEWA
7,Abela Assefa - Ethiopiawi New | ኢትዮዽያዊ ነው - New Ethiopian Music 2019 (Official Video),54,122980,2651,183,588,ABELA ASSEFA
8,Arada Boyz - Shisha (Hookah)  Ethiopian Hip Hop Music 2013,2442,63506,134,150,-1,ARADA BOYZ
9,Tadele Kefyalew - Wude | ውዴ - New Ethiopian Music 2017 (Official Video),923,24267,105,19,42,TADELE KEFYALEW
10,Robel Tilahun - Meret Ab Memesayu | መሬት ኣብ ምምሳዩ - New Ethiopian Music 2019 (Official Video),6,40946,458,89,79,ROBEL TILAHUN
11,Original & Naod - Wolloyewa | ወሎየዋ - New Ethiopian Music 2018 (Official Video),453,73260,653,79,264,ORIGINAL
12,Original & Naod - Wolloyewa | ወሎየዋ - New Ethiopian Music 2018 (Official Video),453,73260,653,79,264,NAOD
13,Binu Solomon - Endesu Endesua | እንደሱ እንደሷ - New Ethiopian Music 2019 (Official Video),155,108554,1343,91,267,BINU SOLOMON
14,Daangaa H/Elfinesh - Qoree Suqqatee - New Ethiopian Music 2019 (Official Video),259,387157,2079,130,423,DAANGAA H/ELFINESH
15,Micky Gonderegna ft. Comedian Thomas - Enmechach | እንመቻች - New Ethiopian Music 2017 (Official Video),1030,1367408,4926,537,693,MICKY GONDEREGNA
16,Micky Gonderegna ft. Comedian Thomas - Enmechach | እንመቻች - New Ethiopian Music 2017 (Official Video),1030,1367408,4926,537,693,COMEDIAN THOMAS
17,New Ethiopian Music Mimi Addisu (Hamood) 2013 - Konjo / ቆንጆ,2413,87070,82,17,13,MIMI ADDISU
18,Tade Philo - Ere Marekechign | ኧረ ማረከችኝ - New Ethiopian Music 2019 (Official Video),3,15551,586,18,176,TADE PHILO
19,Betelhem Darsema - Befikir Teddy ፩ | በፍቅር ቴዲ ፩ - New Ethiopian Music 2018 (Official Video),313,201793,2880,1125,1569,BETELHEM DARSEMA
20,Dereje Shewakena - Awdamet | አውደአመት - New Ethiopian Music 2018 (Official Video),666,585761,1902,215,259,DEREJE SHEWAKENA
21,Nati Abraham - Kanto | ካንቶ - New Ethiopian Music 2019 (Official Video),260,89330,912,524,518,NATI ABRAHAM
22,Zuriash Alemayehu - Sumeyada | ሱመያዳ - New Ethiopian Music 2017 (Official Video),746,35958,195,45,84,ZURIASH ALEMAYEHU
23,Jino - Ewedishalehu (Mupenzi) - New Ethiopian Music (Official Video),280,48840,491,153,173,JINO
24,Biruktawit Taye (Vicky) - Tega Tega - New Ethiopian Music 2018 (Official Video),511,120493,775,81,177,BIRUKTAWIT TAYE
25,Andy Amare - Hugni Balebete - Ethiopian Music 2016 (Official Video),1323,1295148,869,144,173,ANDY AMARE
26,Simon T/Wold ft Gildo Kassa - Minim Yelem | ምንም የለም - New Ethiopian Music 2019 (Official Video),17,165764,2244,143,382,SIMON T/WOLD
27,Simon T/Wold ft Gildo Kassa - Minim Yelem | ምንም የለም - New Ethiopian Music 2019 (Official Video),17,165764,2244,143,382,GILDO KASSA
28,Solomon Kebede - Mela (መላ) - New Ethiopian Traditional Music 2016 (Official Video),1397,379074,547,108,89,SOLOMON KEBEDE
29,Yirgalem Ayele - Ante Sew | አንተ ሰው - New Ethiopian Music 2019 (Official Video),94,55870,795,29,156,YIRGALEM AYELE
30,Alemtsehay Arage - Tewbay Begelaye | ተውባይ በገላየ - New Ethiopian Music (Official Video),884,60526,301,39,104,ALEMTSEHAY ARAGE
31,Hiwot Ayalew - Endamele | እንዳመሌ - New Ethiopian Music 2018 (Official Video),414,49164,360,50,164,HIWOT AYALEW
32,Dag Daniel - Ye Balewa Konjo | የባሌዋ ቆንጆ - New Ethiopian Music 2019 (Official Video),184,984637,7689,241,744,DAG DANIEL
33,ZOLA - SINBARBADA - New Ethiopian Music 2019 (Official Video),75,42793,623,46,103,ZOLA
34,Etsegenet Hailemariam ft. Asgegnew Ashko (Asge) - Mahelando - New Ethiopian Music  (Official Video),648,5121181,13884,1427,1779,ETSEGENET HAILEMARIAM
35,Etsegenet Hailemariam ft. Asgegnew Ashko (Asge) - Mahelando - New Ethiopian Music  (Official Video),648,5121181,13884,1427,1779,ASGEGNEW ASHKO
36,Eyerusalem Amde - Yamegnal | ያመኛል - New Ethiopian Music (Official Video),1052,408567,1926,178,582,EYERUSALEM AMDE
37,Endegna - fikir | ፍቅር - New Ethiopian Music 2019 (Official Video),267,3501878,14573,784,1505,ENDEGNA
38,Mikiyas Negani - Sisite | ስስቴ - New Ethiopian Music 2018 (Official Video),438,930940,5080,509,1216,MIKIYAS NEGANI
39,Bethelhem Dagnachew - Fikir Yilegnal New Ethiopian Music 2015 (Official Video),1534,238600,304,42,39,BETHELHEM DAGNACHEW
40,Getale Alemayehu - Ategeremim | አትገረምም - New Ethiopian Music 2018 (Official Video),309,485957,4482,254,813,GETALE ALEMAYEHU
41,Alex Sheger - Enbi Beli | እንቢ በሊ - New Ethiopian Music 2018 (Official Video),455,50760,631,68,106,ALEX SHEGER
42,Dawit Tsige - Aman Yihun |  አማን ይሁን - New Ethiopian Music 2018 (Official Video),425,1469304,6876,404,1047,DAWIT TSIGE
43,Tigist Addisu - Tewugn | ተውኝ - New Ethiopian Music 2017 (Official Video),1008,706172,2049,334,502,TIGIST ADDISU
44,Abeselom Bihonegn - Neka Neka |  ነካ ነካ - New Ethiopian Music 2017 (Official Video),1036,213568,847,58,243,ABESELOM BIHONEGN
45,Hot New Ethiopian Music 2014 Miki Niguse & Efrem ft Dagi Shasha - Shir Bebaburu,2123,609294,782,130,88,MIKI NIGUSE
46,Hot New Ethiopian Music 2014 Miki Niguse & Efrem ft Dagi Shasha - Shir Bebaburu,2123,609294,782,130,88,EFREM
47,Hot New Ethiopian Music 2014 Miki Niguse & Efrem ft Dagi Shasha - Shir Bebaburu,2123,609294,782,130,88,DAGI SHASHA
48,Mekuanent Melesse - Kesew Negrede | ቀሰው ነግሬደ (ጊዜው ጥሩ ነው) - New Ethiopian Music 2017 (Official Video),845,382433,1278,191,301,MEKUANENT MELESSE
49,Emebet Negasi - Man Ende Hager - New Ethiopian Music 2016 (Official Video),1150,542197,1259,206,278,EMEBET NEGASI
50,Getish Mamo - Tekebel | ተቀበል - New Ethiopian Music 2016 (Official Video),1171,23192931,32815,7170,4536,GETISH MAMO
51,Ashenafi Zeberga - Segele (ሰገሌ) - New Ethiopian Music 2016 (Official Video),1132,123489,406,28,200,ASHENAFI ZEBERGA
52,Kidist Eyasu - Shegaw Sitnafikegn | ሸጋው ስትናፍቀኝ - New Ethiopian Music 2019 (Official Video),137,25077,283,19,79,KIDIST EYASU
53,Mesay Tefera - Fashion | ፋሽን - New Ethiopian Music (Official Video),422,771593,4855,342,517,MESAY TEFERA
54,Tadesse Mekete - Selam Hagere | ሰላም ሃገሬ - New Ethiopian Music 2019 (Official Video),240,372869,2864,161,554,TADESSE MEKETE
55,Habtamu G/Tsadik - Gin Andande | ግን አንዳንዴ - New Ethiopian Music 2019 (Official Video),275,46259,391,17,75,HABTAMU G/TSADIK
56,BAROO DIDHAA - XIIQIIN SIRBA - New Ethiopian Music 2019 (Official Video),118,60356,923,54,258,BAROO DIDHAA
57,Dawit Alemayehu - Nigat Semay | ንጋት ሰማይ  - New Ethiopian Music (Official Audio),1119,86838,396,13,128,DAWIT ALEMAYEHU
58,Yalew Anley - Simugn | ስሙኝ - New Ethiopian Music 2019 (Official Video),42,19281,348,19,88,YALEW ANLEY
59,Ertibu Agegnehu - Yinagerletal | ይናገርለታል - New Ethiopian Music 2019 (Official Video),122,255728,1349,91,243,ERTIBU AGEGNEHU
60,Tefera Werku - Neylegn | ነይልኝ - New Ethiopian Music 2018 (Official Video),356,74571,479,40,121,TEFERA WERKU
61,Tigist Addisu - Ney Belegn | ነይ በለኝ - New Ethiopian Music 2017 (Official Video),958,601423,1898,327,369,TIGIST ADDISU
62,Betelhem Mohammed - Zarem Anten | ዛሬም አንተን - New Ethiopian Music 2019 (Official Video),74,106193,1341,115,215,BETELHEM MOHAMMED
63,Temesgen Gebregziabher (Temu) - Zemaye | ዜማዬ - New Ethiopian Music 2018 (Official Video),310,1030537,6026,361,958,TEMESGEN GEBREGZIABHER
64,Sami ሳሚ - Tezemite ተዘሚተ New Hot Tigrigna Song 2014,2175,153591,132,33,25,SAMI ሳሚ
65,Dawit Senbeta - Honebin Tizita | ሆነብን ትዝታ - New Ethiopian Music 2019 (Official Video),91,133698,1594,62,292,DAWIT SENBETA
66,New Ethiopian Remix Music 2014 Mimi Addisu - Endew Kenbel (Official Audio Video),1834,219737,367,105,67,REMIX   MIMI ADDISU
67,Teddy Yo - Endezi Endeza | እንደዚ እንደዛ - New Ethiopian Music 2018 (Official Audio W/Lyrics),597,57947,658,29,92,TEDDY YO
68,Abush Zeleke X Jordan & Bek Ge'ez - Maaloo Intaloo - New Ethiopian Music 2017 (Official Audio),792,162309,1401,70,344,ABUSH ZELEKE X JORDAN
69,Abush Zeleke X Jordan & Bek Ge'ez - Maaloo Intaloo - New Ethiopian Music 2017 (Official Audio),792,162309,1401,70,344,BEK GEEZ
70,Mesfin Erestu - Addis Abebaye | አዲስ አበባዬ - New Ethiopian Music (Official Video),73,85929,1963,97,380,MESFIN ERESTU
71,Alemayehu Tesfaye - Yene | የኔ - New Ethiopian Music 2017 (Official Audio),844,88629,541,28,173,ALEMAYEHU TESFAYE
72,Dj Chagi ft Lij Michael & Kalkidane - Fikirin Angisew - New Ethiopian Music 2016 (Official Video),1095,81567,302,37,53,DJ CHAGI
73,Dj Chagi ft Lij Michael & Kalkidane - Fikirin Angisew - New Ethiopian Music 2016 (Official Video),1095,81567,302,37,53,LIJ MICHAEL
74,Dj Chagi ft Lij Michael & Kalkidane - Fikirin Angisew - New Ethiopian Music 2016 (Official Video),1095,81567,302,37,53,KALKIDANE
75,Alemayehu Edmealem - Liben Manaye | ልቤን ማንአየ - New Ethiopian Music 2018 (Official Video),326,56327,505,40,101,ALEMAYEHU EDMEALEM
76,Abdu Kiar - Zhwa Zhwe (ዥዋዥዌ) - New Ethiopian Music (Official Audio),1494,796762,1794,232,470,ABDU KIAR
77,Hab Engidaw - Yamribetal | ያምርበታል - New Ethiopian Music 2017 (Official Video),826,124575,610,62,255,HAB ENGIDAW
78,Yitbarek Kassahun - Korma | ኮርማ - New Ethiopian Music 2018 (Official Video),530,40192,245,35,52,YITBAREK KASSAHUN
79,Millena Biniam - Wedajen | ወዳጄን - New Ethiopian Music 2018 (Official Video),506,54614,387,78,98,MILLENA BINIAM
80,Berehanu Taye - Yetana Ferte | የጣና ፈርጥ - New Ethiopian Music 2018 (Official Video),531,26416,223,18,77,BEREHANU TAYE
81,Minyahil Tadele - Hiwote Manesh  New Ethiopian Music 2015 (Official Video),1526,12058,37,9,5,MINYAHIL TADELE
82,Kefey Hagos - Ata Gerami | ኣታ ገራሚ - New Ethiopian Tigrigna Music 2018 (Official Video),642,481493,2047,331,530,KEFEY HAGOS
83,G Mesay kebede - Badis Amet | ባዲስ አመት - New Ethiopian Music 2017 (Official Video),793,340216,2115,146,-1,G MESAY KEBEDE
84,Efrem Gebremichael - Mehazay Meley | ማሓዛይ መለይ - New Ethiopian Music 2018 (Official Video),408,61258,994,85,232,EFREM GEBREMICHAEL
85,Michael Melaku (Mike) - Dera - New Ethiopian Music 2016 (Official Video),1215,42693,149,29,46,MICHAEL MELAKU
86,Mahder Getahun - Tim | ትም - New Ethiopian Music 2018 (Official Video),337,87501,940,105,229,MAHDER GETAHUN
87,Alemayehu Tesfaye - Fano | ፋኖ - New Ethiopian Music 2017 (Official Audio),843,31446,188,14,71,ALEMAYEHU TESFAYE
88,Dagim Adane - Entarek | እንታረቅ - New Ethiopian Music 2018 (Official Video),341,68967,747,54,204,DAGIM ADANE
89,Hanan Berihun ft Edidiya Ayele - Feta Feta ፈታ ፈታ New Hot Ethiopian Music 2014,2160,492800,628,351,244,HANAN BERIHUN
90,Hanan Berihun ft Edidiya Ayele - Feta Feta ፈታ ፈታ New Hot Ethiopian Music 2014,2160,492800,628,351,244,EDIDIYA AYELE
91,Betty & Kehali - Ayresam | አይረሳም - New Ethiopian Music 2019 (Official Video),85,38707,615,47,169,BETTY
92,Betty & Kehali - Ayresam | አይረሳም - New Ethiopian Music 2019 (Official Video),85,38707,615,47,169,KEHALI
93,Rahwa K/Mariam| Danait Alemayehu & Yordanos G/Meskel - Metset | መፀት - New Ethiopian Music 2018,444,102860,1183,87,295,RAHWA K/MARIAM
94,Rahwa K/Mariam| Danait Alemayehu & Yordanos G/Meskel - Metset | መፀት - New Ethiopian Music 2018,444,102860,1183,87,295,DANAIT ALEMAYEHU
95,Rahwa K/Mariam| Danait Alemayehu & Yordanos G/Meskel - Metset | መፀት - New Ethiopian Music 2018,444,102860,1183,87,295,YORDANOS G/MESKEL
96,Firehiwot & Fikadu - Enkilfen Deribeh | እንቅልፌን ደርበህ - New Ethiopian Music 2017 (Official Video),731,3357149,7475,1212,1201,FIREHIWOT
97,Firehiwot & Fikadu - Enkilfen Deribeh | እንቅልፌን ደርበህ - New Ethiopian Music 2017 (Official Video),731,3357149,7475,1212,1201,FIKADU
98,Best Ethiopian Music 2014 Fasil Shimeles - Eski Beyign,2088,14483,25,2,1,FASIL SHIMELES
99,Adnew Bekele - Shir | ሽር - New Ethiopian Music 2018 (Official Video),375,46306,391,69,119,ADNEW BEKELE
100,Demere Legesse - Feka Feta | ፈካ ፈታ - New Ethiopian Music 2017 (Official Video),936,1091167,2702,386,404,DEMERE LEGESSE
101,Yigrem Assefa - Handere | ሀንደሬ - New Ethiopian Music 2017 (Official Video),704,67253,307,35,141,YIGREM ASSEFA
102,Mihret Teshome - Koba Kiya | ኮባ ኪያ - New Ethiopian Music 2017 (Official Video),929,63773,242,46,70,MIHRET TESHOME
103,Haimanot Mateb - Kengedi | ከእንግዲህ - New Ethiopian Music 2018 (Official Video),603,47519,284,45,41,HAIMANOT MATEB
104,Tigist Aschilegn - Des Yilegnal | ደስ ይለኛል - New Ethiopian Music 2019 (Official Video),179,63439,486,52,112,TIGIST ASCHILEGN
105,Girum Shimelis - Kurat - New Ethiopian Music 2016 (Official Video),1165,36550,143,9,37,GIRUM SHIMELIS
106,Solomon Berihun - Jemerkut | ጀመርኩት - New Ethiopian Music 2018 (Official Video),389,102031,547,65,197,SOLOMON BERIHUN
107,Dag Daniel - Sew Alay | ሰው አላይ - New Ethiopian Music 2017 (Official Video),999,495865,2845,141,466,DAG DANIEL
108,Nati Turner ft Nahom - Negen Lemayet - New Ethiopian Music 2015 (Official Music Video),1466,5111,22,5,1,NATI TURNER
109,Nati Turner ft Nahom - Negen Lemayet - New Ethiopian Music 2015 (Official Music Video),1466,5111,22,5,1,NAHOM
110,Addis Adela - Zale Zale | ዛለ ዛለ - New Ethiopian Music 2017 (Official Video),966,145420,232,55,53,ADDIS ADELA
111,Mestawet Adgeh - Kef Yibel | ከፍ ይበል - New Ethiopian Music 2018 (Official Video),420,53099,712,103,196,MESTAWET ADGEH
112,Dawit Alemayehu - Abye Zergaw | አብየ ዘርጋው - New Ethiopian Music 2016 (Official Audio),1119,153314,1021,51,276,DAWIT ALEMAYEHU
113,Hot New Ethiopian music 2014 Henok Amare - stota nesh,2131,32789,12,14,3,HENOK AMARE
114,Alemayehu Tesfaye - Sitamri | ስታምሪ - New Ethiopian Music 2017 (Official Audio),843,42405,203,20,61,ALEMAYEHU TESFAYE
115,Salamoon Suyyuum - Goobee - New Ethiopian Music 2019 (Official Video),37,25023,357,26,45,SALAMOON SUYYUUM
116,Haymanot Adam - Nalegn Nalegn | ናልኝ ናልኝ - New Ethiopian Music 2019 (Official Video),68,33942,446,28,103,HAYMANOT ADAM
117,Igitu X Ahadu - 30:40 - New Ethiopian Music 2019 (Official Video),79,219488,2960,270,527,IGITU X AHADU
118,Nebiyu Solomon - Emiye | እምዬ - New Ethiopian Music 2017 (Official Video),824,49491,539,32,234,NEBIYU SOLOMON
119,Genet Kiros (GK) ft Sami Go - Ketesmamagn - New Ethiopian Music 2016 (Official Video),1197,175011,373,137,256,GENET KIROS
120,Genet Kiros (GK) ft Sami Go - Ketesmamagn - New Ethiopian Music 2016 (Official Video),1197,175011,373,137,256,SAMI GO
121,Fish ft. Samon - Mizer | ሚዘር - New Ethiopian Tigrigna Music 2017 (Official Video),687,155261,1314,94,454,FISH
122,Fish ft. Samon - Mizer | ሚዘር - New Ethiopian Tigrigna Music 2017 (Official Video),687,155261,1314,94,454,SAMON
123,Hot New Ethiopian Music 2014 Samuel Seneshaw - Ande Lebe,1874,320228,399,96,54,SAMUEL SENESHAW
124,Serawitu Lema - Geno Hamba | ጌኖ ሃምባ - New Ethiopian Music 2019 (Official Video),244,22548,277,10,98,SERAWITU LEMA
125,Ephrem Gossaye - Libe Alegn Nana | ልቤ አለኝ ናና - New Ethiopian Music 2018 (Official Video),466,83239,732,88,208,EPHREM GOSSAYE
126,Ramzi Salih - Abelo Harariya - New Ethiopian Music 2019 (Official Video),104,24940,371,22,95,RAMZI SALIH
127,Tariku 80 Shele - Wechi Albaw Suse New Ethiopian Music 2015 (Official Video),1690,199094,315,52,28,TARIKU 80 SHELE
128,Messay Bekele & Biruk Tenaw - Beal New Zare | በአል ነው ዛሬ - New Ethiopian Music 2017 (Official Video),785,406241,1711,175,326,MESSAY BEKELE
129,Messay Bekele & Biruk Tenaw - Beal New Zare | በአል ነው ዛሬ - New Ethiopian Music 2017 (Official Video),785,406241,1711,175,326,BIRUK TENAW
130,Genet Abate - Man Lilekih | ማን ሊለቅህ - New Ethiopian Music 2017 (Official Video),987,4855449,8912,1919,830,GENET ABATE
131,Mukur Weldu - Weleba | ወለባ - New Ethiopian Tigrigna Music 2018 (Official Video),394,78534,636,57,117,MUKUR WELDU
132,Getu Omahire : KeBet Wede EsirBet  New Ethiopian Music Video,2371,561842,1785,194,450,GETU OMAHIRE
133,Tade Gebru - Ayresam | አይረሳም - New Ethiopian Music 2019 (Official Video),125,41717,346,45,68,TADE GEBRU
134,Sancho Gebre - Tanamo | ታናሞ - New Ethiopian Music 2019 (Official Video),218,3325068,12728,973,1322,SANCHO GEBRE
135,Ambachew Berhan - Endalatash | እንዳላጣሽ - New Ethiopian Music 2018 (Official Video),330,102360,949,57,221,AMBACHEW BERHAN
136,Jacky Gosee - Sela Bey,2501,7808666,14454,2499,1675,JACKY GOSEE
137,Dj Kam| Ras Jany & Jerusalem JJ - Ethiopia | ኢትዮዽያ - New Ethiopian Music 2019 (Official Video),42,47970,1120,54,159,DJ KAM
138,Dj Kam| Ras Jany & Jerusalem JJ - Ethiopia | ኢትዮዽያ - New Ethiopian Music 2019 (Official Video),42,47970,1120,54,159,RAS JANY
139,Dj Kam| Ras Jany & Jerusalem JJ - Ethiopia | ኢትዮዽያ - New Ethiopian Music 2019 (Official Video),42,47970,1120,54,159,JERUSALEM JJ
140,Yonatan Bisrat - Felfalit Fiqri | ፈልፋሊት ፍቕሪ - New Ethiopian Music 2019 (Official Video),110,26693,380,39,82,YONATAN BISRAT
141,John Haftu - Shikorey 'ya | ሽኮረይ 'ያ - New Ethiopian Music 2019 (Official Video),281,295162,2695,144,322,JOHN HAFTU
142,Alemayehu Tesfaye - Delashgn | ደላሽኝ - New Ethiopian Music 2017 (Official Audio),844,53572,348,23,104,ALEMAYEHU TESFAYE
143,Endale Admeke - Kal Selegebahu - New Ethiopian Music 2016 (Official Video),1225,112525,320,44,75,ENDALE ADMEKE
144,Teshale Gebrelibanos - Wesedet | ወሰደት - New Ethiopian Tigrigna Music 2017 (Official Video),690,97118,814,63,265,TESHALE GEBRELIBANOS
145,Yirdaw Tenaw - Serachilign | ሰራችልኝ - New Ethiopian Music 2017 (Official Video),982,2023608,5474,812,1256,YIRDAW TENAW
146,Alu Danceru ft. Mr. Wina & Sewi - Neka Neka | ነቃ ነቃ - New Ethiopian Music 2018 (Official Video),312,35383,382,94,103,ALU DANCERU
147,Alu Danceru ft. Mr. Wina & Sewi - Neka Neka | ነቃ ነቃ - New Ethiopian Music 2018 (Official Video),312,35383,382,94,103,MR. WINA
148,Alu Danceru ft. Mr. Wina & Sewi - Neka Neka | ነቃ ነቃ - New Ethiopian Music 2018 (Official Video),312,35383,382,94,103,SEWI
149,Dawit Alemayehu - Welela | ወለላ - New Ethiopian Tigrigna Music 2017 (Official Video),716,2743013,14670,1215,2158,DAWIT ALEMAYEHU
150,Endeshaw Shume - Asmat Alat | አስማት አላት - New Ethiopian Music 2017 (Official Video),981,166293,357,71,109,ENDESHAW SHUME
151,Roza Yitbarek - Naeni | ናዓኒ - New Ethiopian Tigrigna Music 2018 (Official Video),390,46017,453,32,106,ROZA YITBAREK
152,Lij Michael ft. Hune - Anchin Lene | አንቺን ለኔ - New Ethiopian Music 2017 (Official Video),861,757815,3861,324,483,LIJ MICHAEL
153,Lij Michael ft. Hune - Anchin Lene | አንቺን ለኔ - New Ethiopian Music 2017 (Official Video),861,757815,3861,324,483,HUNE
154,Solomon Fikre - Yamare | ያማረ - New Ethiopian Music 2019 (Official Video),97,66041,697,44,172,SOLOMON FIKRE
155,Roza Yitbarek - Hezim | ሕዝም - New Ethiopian Tigrigna Music 2018 (Official Video),411,34053,366,66,80,ROZA YITBAREK
156,Estifanos Getahun - Shala Mala | ሻላ ማላ - New Ethiopian Music 2017 (Official Video),757,142130,868,82,188,ESTIFANOS GETAHUN
157,Miky Yo - Dureye New Fitu | ዱርዬ ነው ፊቱ - New Ethiopian Music 2018 (Official Video),536,921979,5170,329,511,MIKY YO
158,Abela - Ney Bete | ነይ ቤቴ - New Ethiopian Music 2017 (Official Video),784,216179,704,137,193,ABELA
159,Betty G | Dawit Tsige | Esubalew Yitayew & Sami Dan - ENE NEGN DERASH (እኔ ነኝ ደራሽ) (Official Video),1156,2717090,13278,951,1466,BETTY G | DAWIT TSIGE | ESUBALEW YITAYEW
160,Betty G | Dawit Tsige | Esubalew Yitayew & Sami Dan - ENE NEGN DERASH (እኔ ነኝ ደራሽ) (Official Video),1156,2717090,13278,951,1466,SAMI DAN
161,Tg ft Beki| Bu-K & Pro kid - Habesha Swag - New Ethiopian Music 2015 (Official Video),1501,23794,185,17,30,TG
162,Tg ft Beki| Bu-K & Pro kid - Habesha Swag - New Ethiopian Music 2015 (Official Video),1501,23794,185,17,30,BEKI
163,Tg ft Beki| Bu-K & Pro kid - Habesha Swag - New Ethiopian Music 2015 (Official Video),1501,23794,185,17,30,BU-K
164,Tg ft Beki| Bu-K & Pro kid - Habesha Swag - New Ethiopian Music 2015 (Official Video),1501,23794,185,17,30,PRO KID
165,Best New Ethiopian Music 2014 Adi Belete ft Surafel - Ene Ena Ante,2061,28821,34,9,4,ADI BELETE
166,Best New Ethiopian Music 2014 Adi Belete ft Surafel - Ene Ena Ante,2061,28821,34,9,4,SURAFEL
167,Eyob Mekonnen ft Mieraf Assefa - Kal Alwetam New Ethiopian Music 2015,1552,22133,83,2,6,EYOB MEKONNEN
168,Eyob Mekonnen ft Mieraf Assefa - Kal Alwetam New Ethiopian Music 2015,1552,22133,83,2,6,MIERAF ASSEFA
169,Heny One - Roman | ሮማን - New Ethiopian Music 2018 (Official Video),324,41688,309,55,96,HENY ONE
170,Farhaan sulee (baddeeysaa) & ashiitaa nuuree - Karra teeysan dura - New Ethiopian Music 2018,373,3305667,9244,1593,2091,FARHAAN SULEE
171,Farhaan sulee (baddeeysaa) & ashiitaa nuuree - Karra teeysan dura - New Ethiopian Music 2018,373,3305667,9244,1593,2091,ASHIITAA NUUREE
172,Selamawit Nega - Manenetachin (ማንነታችን) - New Ethiopian Music 2015 (Official Video),1487,158310,518,69,110,SELAMAWIT NEGA
173,Roorrisaa Geetuu - Boora Koo - New Ethiopian Music 2019 (Official Video),82,18173,261,38,96,ROORRISAA GEETUU
174,Fikeru Yilkal - Arada | አራዳ - New Ethiopian Music 2017 (Official Video),754,355913,1471,157,260,FIKERU YILKAL
175,Habtamu G/Tsadik - Dehna Hugni | ደህና ሁኝ - New Ethiopian Music 2019 (Official Audio),275,43100,416,21,98,HABTAMU G/TSADIK
176,Desta Haileselassie - Kilte Fikri | ክልተ ፍቕሪ - New Ethiopian Music 2019 (Official Video),88,17958,315,19,60,DESTA HAILESELASSIE
177,Best New Ethiopian Traditional Music 2014 Woyinshet Adino - Tolo Na (Wollo Raya),2109,522310,638,140,107,WOYINSHET ADINO
178,Gashaw Molla ጋሻዉ ሞላ - Eshitash እሽታሽ Best Ethiopian Traditional Song 2013,2238,234359,294,61,25,GASHAW MOLLA ጋሻዉ ሞላ
179,Yohannes Birhane - Bersabeh | ቤርሳቤህ - New Ethiopian Music 2018 (Official Video),427,134484,1028,90,149,YOHANNES BIRHANE
180,Haimanot Matebu - Yelbe Zufan | የልቤ ዙፋን - New Ethiopian Music 2017 (Official Video),872,100072,256,69,79,HAIMANOT MATEBU
181,Yohannes Gebregziabher - Yetsion | የፅዮን  - New Ethiopian Music 2019 (Official Video),294,72520,551,74,269,YOHANNES GEBREGZIABHER
182,Abel Almaz - Cheb Cheb | ቸብ ቸብ - New Ethiopian Music 2017 (Official Video),1029,595851,2095,142,286,ABEL ALMAZ
183,Haftom Alem - Ketsali - New Tigrigna Music 2018 (Official Video),515,32377,338,47,80,HAFTOM ALEM
184,Amlake Getaneh - Aye Metadel | አይ መታደል - New Ethiopian Music 2019 (Official Video),20,20719,423,40,110,AMLAKE GETANEH
185,Abraham Ante - Demo Ho - New Ethiopian Music 2018 (Official Video),335,67726,433,86,142,ABRAHAM ANTE
186,Yitagesu Nibretu -  Bugi Bugi Cha Cha - New Ethiopian Music 2016 (Official Video),1135,390092,994,100,172,YITAGESU NIBRETU
187,Tewodros Demisse - Yene Hugni - New Ethiopian Music 2016 (Official Video),1168,27442,116,25,44,TEWODROS DEMISSE
188,Sam Seyoum ft Daggy Shash - Alehu  New Ethiopian Music 2015 (Official Video),1528,41068,94,14,13,SAM SEYOUM
189,Sam Seyoum ft Daggy Shash - Alehu  New Ethiopian Music 2015 (Official Video),1528,41068,94,14,13,DAGGY SHASH
190,Bisrat Surafel - Man | ማን - New Ethiopian Music 2019 (Official Video),113,851285,8129,243,1011,BISRAT SURAFEL
191,Abenet Demissie - Kal Ateregn | ቃል አጠረኝ - New Ethiopian Music 2019 (Official Video),86,166405,2182,99,384,ABENET DEMISSIE
192,Mulualem Takele - Ene Eshalshalehu | እኔ እሻልሻለሁ - New Ethiopian Music 2017 (Official Video),952,676786,5162,235,700,MULUALEM TAKELE
193,KIDDA X Mene - Geday | ገዳይ - New Ethiopian Music 2019 (Official Video),13,25036,487,82,114,KIDDA X MENE
194,Getu Tasew - Kanchi New | ካንቺ ነው - New Ethiopian Music 2018 (Official Video),430,50683,345,41,66,GETU TASEW
