id,full_title,age,view_count,like_count,dislike_count,comment_count,artists
1562,Birhanu Kebede - Alaschileh Bilegn | አላስችልህ ቢለኝ - New Ethiopian Music 2019 (Official Video),87,48295,480,40,147,BIRHANU KEBEDE
1563,Sulamatif & Habtom Neway - Keledebgn | ቀለደብኝ - New Ethiopian Music 2017 (Official Video),928,68394,489,41,133,SULAMATIF
1564,Sulamatif & Habtom Neway - Keledebgn | ቀለደብኝ - New Ethiopian Music 2017 (Official Video),928,68394,489,41,133,HABTOM NEWAY
1565,Selamawit Getachew - Eyenafekegn | እየናፈቀኝ - New Ethiopian Music 2016 (Official Video),1109,64368,153,38,90,SELAMAWIT GETACHEW
1566,Bewketu Sewmehon - Esachew | እሳቸው - New Ethiopian Music 2018 (Official Video),429,583164,2872,374,673,BEWKETU SEWMEHON
1567,Hot New Ethiopian Traditional Music 2014 Habtamu Abraham - Mulu Gojam,2099,69077,77,18,9,HABTAMU ABRAHAM
1568,Amsal Mitike - Ende Bethelhem - New Ethiopian Music 2016 (Official Video),1371,824059,1684,239,317,AMSAL MITIKE
1569,Biruk Tesfaye ft Hiwot Assefa - Wesego - New Ethiopian music 2015 (Official Video),1523,197010,353,72,43,BIRUK TESFAYE
1570,Biruk Tesfaye ft Hiwot Assefa - Wesego - New Ethiopian music 2015 (Official Video),1523,197010,353,72,43,HIWOT ASSEFA
1571,Tsige Tesfaye (ሎሚ) ፅጌ ተስፋየ - Yene Adam የኔ አዳም  HOT New Ethiopian Music,2194,588609,767,184,100,TSIGE TESFAYE
1572,Rahwa Gali - Mesaka | ምሳኻ - New Ethiopian Tigrigna Music 2018 (Official Video),565,1965466,5348,901,847,RAHWA GALI
1573,Sami Beyene - Hello Asmera | ሄሎ ኣስመራ - New Ethiopian Music 2018 (Official Video),343,244379,2490,272,680,SAMI BEYENE
1574,Mykey Shewa - Zeb Zeb | ዘብ ዘብ - New Ethiopian Music 2019 (Official Video),204,349962,3217,215,410,MYKEY SHEWA
1575,Ashenafi Zeberga - Tegem | ቴገም - New Ethiopian Music 2018 (Official Video),334,81564,558,37,160,ASHENAFI ZEBERGA
1576,Hot New Ethiopian Music 2014 Dagmawi Getaneh - Zim Alilim,2112,154727,117,37,16,DAGMAWI GETANEH
1577,Caaltuu Butoo - OBBEYYO - New Ethiopian Music 2019 (Official Video),195,97450,1098,49,278,CAALTUU BUTOO
1578,Biniam Eshetu - Chila - New Ethiopian Music 2018 (Official Video),517,47584,377,44,85,BINIAM ESHETU
1579,Abdu kiar - Tikur Anbesa (ጥቁር አንበሳ) - New Ethiopian Music 2015 (Official Audio),1494,248316,584,63,123,ABDU KIAR
1580,Addis Gurmesa - Konjit | ቆንጂት - New Ethiopian Music 2018 (Official Video),655,1054824,2768,287,490,ADDIS GURMESA
1581,Merkeb Baryagabir - Agerchiw | ኣግርጭው - New Ethiopian Music 2017 (Official Video),770,4450231,16249,2419,2338,MERKEB BARYAGABIR
1582,Temesgen Gebregziabher (Temu) - Hana | ሀና - New Ethiopian Music 2017 (Official Video),786,6524970,16706,2173,3173,TEMESGEN GEBREGZIABHER
1583,Abe Werku - Melkuama | መልኳማ - New Ethiopian Music (Official Video),1053,1303962,2167,373,340,ABE WERKU
1584,Yosef Bekele - Enkutatash (እንቁጣጣሽ) - New Ethiopian Music 2016 (Official Video),1149,428853,916,152,194,YOSEF BEKELE
1585,Enat B - Wuded | ውድድድ  - New Ethiopian Music 2019 (Official Video),172,66095,-1,-1,517,ENAT B
1586,Alemayehu Tesfaye - Gonder | ጎንደር - New Ethiopian Music 2017 (Official Audio),844,80427,551,48,335,ALEMAYEHU TESFAYE
1587,Yared Tadesse - Gerhi Libu New Hot Ethiopian Tigrigna Music 2014,2144,446178,1810,157,175,YARED TADESSE
1588,Ha Ge'ez - Selamawit | ሰላማዊት - New Ethiopian Music 2019 (Official Video),138,52488,321,93,74,HA GEEZ
1589,Becca - Lelam Alay | ሌላም አላይ - New Ethiopian Music 2019 (Official Video),19,48056,335,179,182,BECCA
1590,Tariku Gashaw - Telamdesh | ተላምደሽ - New Ethiopian Music 2017 (Official Video),905,130492,832,43,265,TARIKU GASHAW
1591,Aki Habesha - Wey Yene Eda | ወይ የኔ እዳ - New Ethiopian Music 2018 (Official Video),391,348543,1889,144,251,AKI HABESHA
1592,Yared Negu & Micky Gonderegna - Ethiopiye | ኢትዮጵዬ - New Ethiopian Music 2019 (Official Video),282,2716060,13543,1494,2618,YARED NEGU
1593,Yared Negu & Micky Gonderegna - Ethiopiye | ኢትዮጵዬ - New Ethiopian Music 2019 (Official Video),282,2716060,13543,1494,2618,MICKY GONDEREGNA
1594,Habte Abraham - Yawkbetal | ያውቅበታል - New Ethiopian Music 2018 (Official Vido),368,195962,1804,164,595,HABTE ABRAHAM
1595,Gawlaro Menda - Ayaya | አያያ - New Ethiopian Music 2018 (Official Video),333,38386,330,30,92,GAWLARO MENDA
1596,Abyssiniya Vine - Dena Nesh Endet Neh | ደና ነሽ እንዴት ነህ - New Ethiopian Music 2019 (Official Video),30,1553035,28656,1544,3589,ABYSSINIYA VINE
1597,Danawit - Nena Bochopo | ኔና ቦቾፖ - New Ethiopian Music 2019 (Official Video),186,55073,434,127,104,DANAWIT
1598,Menbere T/Silassie - Liy Wey Lela | ልይ ወይ ሌላ - New Ethiopian Music 2018 (Official Video),328,19139,156,25,74,MENBERE T/SILASSIE
1599,Syco David - Lakolamitat | ላቆላምጣት - New Ethiopian Music 2018 (Official Video),608,31024,237,68,61,SYCO DAVID
1600,Tensae Gubena - SEMAY - New Ethiopian Music 2016 (Official Video),1325,71156,339,24,64,TENSAE GUBENA
1601,Jonana ft. 5A - Hasabe | ሀሳቤ - New Ethiopian Music 2019 (Official Video),11,28412,308,120,129,JONANA
1602,Jonana ft. 5A - Hasabe | ሀሳቤ - New Ethiopian Music 2019 (Official Video),11,28412,308,120,129,5A
1603,Birraa - Birraa - New Ethiopian Oromo Music 2018 (Official Video),403,78459,881,61,191,BIRRAA
1604,Mike Solo - Golden Gal (Official Music Video),1951,33832,119,24,31,MIKE SOLO
1605,Habtamu G/ Tsadik - Gojam | ጎጃም - New Ethiopian Music 2017 (Official Video),834,109751,802,70,324,HABTAMU G/ TSADIK
1606,Hamelmal Abate ft Melat Mengesha - Hasset - New Ethiopian Music 2016 (Official Video),1355,33895,106,11,12,HAMELMAL ABATE
1607,Hamelmal Abate ft Melat Mengesha - Hasset - New Ethiopian Music 2016 (Official Video),1355,33895,106,11,12,MELAT MENGESHA
1608,Dagne Walle & Solomon Demle - Tana Tamual Alu | ጣና ታሟል አሉ - New Ethiopian Music 2017,748,253832,1980,83,394,DAGNE WALLE
1609,Dagne Walle & Solomon Demle - Tana Tamual Alu | ጣና ታሟል አሉ - New Ethiopian Music 2017,748,253832,1980,83,394,SOLOMON DEMLE
1610,Anteneh Asrat - Yiteyek Tizita | ይጠየቅ ትዝታ - New Ethiopian Music 2016 (Official Video),1105,61903,301,26,106,ANTENEH ASRAT
1611,Mele Zanjar - Drom - New Ethiopian Music 2019 (Official Video),83,11782,233,21,56,MELE ZANJAR
1612,Sara Takele - Yefikir Kal | የፍቅር ቃል - New Ethiopian Music 2019 (Official Video),197,400596,2513,186,256,SARA TAKELE
1613,Wendi Mak - Tagebignalesh Wey | ታገቢግኛለሽ ወይ - New Ethiopian Music 2017 (Official Video),856,3611341,12723,1420,1818,WENDI MAK
1614,Mesafint Nigussie - Sewodelat | ስወድላት - New Ethiopian Music 2019 (Official Video),174,73256,582,52,115,MESAFINT NIGUSSIE
1615,Tarik Biyadig - Edlegna Negn | እድለኛ ነኝ - New Ethiopian Music 2017 (Official Video),947,843895,2168,559,504,TARIK BIYADIG
1616,G Mesay Kebede - Endatay | እንዳታይ - New Ethiopian Music 2018 (Official Video),527,329250,2728,128,549,G MESAY KEBEDE
1617,Teddy Yo - Yene Nesh | የኔ ነሽ - New Ethiopian Music 2017 (Official Video),745,607916,4914,353,785,TEDDY YO
1618,Biniam Tesema - Tizitaye | ትዝታዬ - New Ethiopian Music 2018 (Official Video),431,206053,1598,102,312,BINIAM TESEMA
1619,Tsedi - Lishenef | ልሸነፍ - New Ethiopian Music 2018 (Official Video),351,324885,2030,195,449,TSEDI
1620,Jireenyaa Shifaraaw - SIIF HAA TA'U - New Ethiopian Music 2019 (Official Video),241,327652,3091,186,534,JIREENYAA SHIFARAAW
1621,Bini Dana -  Selamizm New Ethiopian Music 2015 (Official Video),1571,1547509,5282,464,715,BINI DANA
1622,Abdii Fufaa - Hidda Maraa Koo - New Ethiopian Music 2019 (Official Video),134,174559,1283,137,333,ABDII FUFAA
1623,Genet Tefera - Jegnaye | ጀግናዬ - New Ethiopian Music 2018 (Official Video),530,75098,532,52,132,GENET TEFERA
1624,Neima Ahmed - Tedeschalehu | ተደስቻለሁ - New Ethiopian Music 2018 (Official Video),451,187700,1081,196,376,NEIMA AHMED
1625,Fikremariam Gebru - Wuded (ውድድድ) - New Ethiopian Music 2016 (Official Video),1203,2219000,5174,1041,1162,FIKREMARIAM GEBRU
1626,Maramawit Ageze - KURU GONDERE | ኩሩ ጎንደሬ - New Ethiopian Music 2018 (Official Video),452,654537,1928,362,427,MARAMAWIT AGEZE
1627,Girum Wudu - Ethiopia Tikdem | ኢትዮዽያ ትቅደም - New Ethiopian Music 2019 (Official Video),227,414236,2686,223,588,GIRUM WUDU
1628,Daanyee Asaffaa - Irreecha Baranaa - New Ethiopian Music 2019 (Official Video),32,74712,1088,164,235,DAANYEE ASAFFAA
1629,Yidnekachew Tsegaye (Yidu) -  Bedimtsish - New Ethiopian Music 2016 (Official Video),1303,249836,307,143,247,YIDNEKACHEW TSEGAYE
1630,Honey Spice - Fikir Tewlegn | ፍቅር ተውልኝ - New Ethiopian Music 2019 (Official Video),210,226267,1349,340,369,HONEY SPICE
1631,Abdisa Sida - Temeleshi | ተመለሺ - New Ethiopian Music 2018 (Official Video),584,219192,1134,113,194,ABDISA SIDA
1632,Abeba Desalegn : Teret Teret / ተረት ተረት New Ethiopian Music 2013,2344,820030,1628,242,209,ABEBA DESALEGN
1633,Wendimagegn Chane - Meslosh New | መስሎሽ ነው - New Ethiopian Music (Official Video),116,60294,579,41,171,WENDIMAGEGN CHANE
1634,Netsanet Mekonen - Agegnehu | አገኘሁ - New Ethiopian Music 2017 (Official Video),900,1141035,3762,514,815,NETSANET MEKONEN
1635,Tsion Assefa (NINI) - Wedih New Bete - New Ethiopian Music 2016 (Official Video),1241,38959,165,33,60,TSION ASSEFA
1636,Temesgen Zegeye - Kotsli Momona | ቆፅሊ ሞሞና - New Ethiopian Tigrigna Music 2017 (Official Video),830,58160,343,50,98,TEMESGEN ZEGEYE
1637,Abush Zeleke - Anekan | አነቃን - New Ethiopian Music Dedicated to Dr Abiy Ahmed,482,1021131,8518,831,1936,ABUSH ZELEKE
1638,Yishak Assefa - Ethiopiawit | ኢትዮጵያዊት - New Ethiopian Music 2019 (Official Video),186,25686,297,42,103,YISHAK ASSEFA
1639,Minyibel Biweta - Awdamet | አውዳመት - New Ethiopian Music 2019,288,56043,326,36,49,MINYIBEL BIWETA
1640,Ella Man - LE ' TEZETA | ለትዝታ - New Ethiopian Music 2019 (Official Video),216,70007,793,69,128,ELLA MAN
1641,Mr. Wina ft. Semon & Kall - Tewedeshal | ተወደሻል - New Ethiopian Music 2018 (Official Video),666,139420,924,146,208,MR. WINA
1642,Mr. Wina ft. Semon & Kall - Tewedeshal | ተወደሻል - New Ethiopian Music 2018 (Official Video),666,139420,924,146,208,SEMON
1643,Mr. Wina ft. Semon & Kall - Tewedeshal | ተወደሻል - New Ethiopian Music 2018 (Official Video),666,139420,924,146,208,KALL
1644,Dawit Tsige - Tamriyalesh - Ethiopian Wedding Song 2016 (Official Video),1298,255670,841,79,113,DAWIT TSIGE
1645,Kidus Metye ft Gildo kassa - Koyadayas | ኮያዳያስ - New Ethiopian Music 2018 (Official Video),642,72669,436,74,108,KIDUS METYE
1646,Kidus Metye ft Gildo kassa - Koyadayas | ኮያዳያስ - New Ethiopian Music 2018 (Official Video),642,72669,436,74,108,GILDO KASSA
1647,Dawit Alemayehu - Hon Biye | ሆን ብዬ - New Ethiopian Music 2016 (Official Audio),1118,88359,409,18,96,DAWIT ALEMAYEHU
1648,Dawit Almaz - Teketelkush - New Ethiopian Music 2016 (Official Video),1259,617954,1917,229,573,DAWIT ALMAZ
1649,Mulubrehan Abeje - Yena Yena | የና የና - New Ethiopian Music 2016 (Official Video),1126,33446,95,12,30,MULUBREHAN ABEJE
1650,DaggyShash - Setota | ስጦታ - New Ethiopian Music 2019 (Official Video),212,1523021,4634,836,609,DAGGYSHASH
1651,Tsega Leul Hailemariam - Weyno | ወይኖ - New Ethiopian Music (Official Video),738,156112,1054,87,223,TSEGA LEUL HAILEMARIAM
1652,Feleke Maru - Hayloge | ሀይሎጌ - New Ethiopian Music 2017 (Official Video),887,227524,919,70,229,FELEKE MARU
1653,Kichini Goa - Enane Bay - New Ethiopian Music 2016 (Official Video),1321,88334,312,18,98,KICHINI GOA
1654,Birhane Tefera - Koottu Siin Yaada - New Ethiopian Music 2017 (Official Video),704,54431,385,35,106,BIRHANE TEFERA
1655,Demelash Haile - Kichinba | ክችንባ - New Ethiopian Music 2018 (Official Video),607,48932,373,29,61,DEMELASH HAILE
1656,Messuwani - Englizegnashin Teyiw | እንግሊዝኛሽን ተይው - New Ethiopian Music 2019 (Official Video),251,71307,705,323,514,MESSUWANI
1657,Hailye Tadesse - Yesergachew Elet - New Ethiopian Music (Official Audio/Video),1267,98246,235,25,49,HAILYE TADESSE
1658,Hassen Argaw - Yiderkal - New Ethiopian Music 2016 (Official Video),1223,876610,2391,318,375,HASSEN ARGAW
1659,Efrem Ayzohbelew - Tilk New Best New Ethiopian Music 2014 (Official Video),1789,171124,514,62,86,EFREM AYZOHBELEW
1660,Fisum T -  Demama | ድማማ - New Ethiopian Music 2017 (Official Video),682,502665,3464,239,503,FISUM T
1661,Betelhem Wendesen - Tasfelgegnaleh | ታስፈልገኛለህ - New Ethiopian Music 2019 (Official Video),8,27477,469,63,195,BETELHEM WENDESEN
1662,Tensae Gubena - Emye Addis Ababa | እምዬ አዲስ አበባ - New Ethiopian Music 2017 (Official Video),977,36731,273,45,62,TENSAE GUBENA
1663,Matias Kidane - Ewedish | እወድሽ - New Ethiopian Music 2017 (Official Video),742,244073,625,112,190,MATIAS KIDANE
1664,Job 27 - Yasbshal Lebe | ያስብሻል ልቤ - New Ethiopian Music 2019 (Official Video),101,84073,1045,169,285,JOB 27
1665,Bezawit Getachew - Enka Lestih | እንካ ልስጥህ - New Ethiopian Music 2019 (Official Video),244,1007626,3285,418,708,BEZAWIT GETACHEW
1666,Ashenafi Geremew - Degmen Engaba | ደግመን እንጋባ - New Ethiopian Music 2018 (Official Video),596,153081,999,77,212,ASHENAFI GEREMEW
1667,Mesfin Bekele - Yigermal | ይገርማል - New Ethiopian Music 2017 (Official Video),848,3200007,7463,1607,1277,MESFIN BEKELE
1668,Kidist Tenagne - Mar Eshete | ማር እሸቴ - New Ethiopian Music 2019 (Official Video),118,38346,416,34,142,KIDIST TENAGNE
1669,Abel Almaz - Debdaben Bezema | ደብዳቤን በዜማ - New Ethiopian Music 2018 (Official Video),592,922563,4499,286,762,ABEL ALMAZ
1670,Hot New Ethiopian Music 2014 Daniel Mislework (Dani Dance) -  Mamaye,2124,353340,377,93,34,DANIEL MISLEWORK
1671,Mulusew Babey - Selam Ethiopia | ሰላም ኢትዮዽያ - New Ethiopian Music Dedicated to Dr Abiy Ahmed,474,64992,705,116,235,MULUSEW BABEY
1672,Ziggy Zaga - Enayu Bayu Bet | እናዩ ባዩ ቤት - New Ethiopian Music 2019 (Official Audio),220,6201,91,2,6,ZIGGY ZAGA
1673,Jossy ft Veronica Adane - Nikoya | ኒኮያ - New Ethiopian Music 2019 (Official Video),209,86440,666,224,212,JOSSY
1674,Jossy ft Veronica Adane - Nikoya | ኒኮያ - New Ethiopian Music 2019 (Official Video),209,86440,666,224,212,VERONICA ADANE
1675,Mahi ft. Sami Dan - Tenes Libe | ተነስ ልቤ - New Ethiopian Music 2019,299,216382,1713,113,254,MAHI
1676,Mahi ft. Sami Dan - Tenes Libe | ተነስ ልቤ - New Ethiopian Music 2019,299,216382,1713,113,254,SAMI DAN
1677,Jossy ft Ziggy Zagga : Ethiopia ኢትዮዽያ New Music Video 2013,2328,58101,147,16,22,JOSSY
1678,Jossy ft Ziggy Zagga : Ethiopia ኢትዮዽያ New Music Video 2013,2328,58101,147,16,22,ZIGGY ZAGGA
1679,Daawit Dajanee - Kitaabee - New Ethiopian Music 2019 (Official Video),165,45454,419,62,115,DAAWIT DAJANEE
1680,Dawit Alemayehu - Mizanish Tezaba | ሚዛንሽ ተዛባ - New Ethiopian Music 2016 (Official Audio),1117,18406,78,4,10,DAWIT ALEMAYEHU
1681,Girma Tefera| Ahmed Teshome| Helen Tesfaye & Mesay Tefera - Zemenesh Yibarek - Ethiopian Music 2019,61,568058,9051,273,1221,GIRMA TEFERA
1682,Girma Tefera| Ahmed Teshome| Helen Tesfaye & Mesay Tefera - Zemenesh Yibarek - Ethiopian Music 2019,61,568058,9051,273,1221,AHMED TESHOME
1683,Girma Tefera| Ahmed Teshome| Helen Tesfaye & Mesay Tefera - Zemenesh Yibarek - Ethiopian Music 2019,61,568058,9051,273,1221,HELEN TESFAYE
1684,Girma Tefera| Ahmed Teshome| Helen Tesfaye & Mesay Tefera - Zemenesh Yibarek - Ethiopian Music 2019,61,568058,9051,273,1221,MESAY TEFERA
1685,Samuel Seneshaw - Yota | ዮታ - New Ethiopian Music 2019 (Official Video),272,77012,492,69,101,SAMUEL SENESHAW
1686,kidest Mengesha  ቅድስት መንገሻ - Endeteyekegn  እንደጠየከኝ New Ethiopian music 2013,2190,428281,521,105,66,KIDEST MENGESHA  ቅድስት መንገሻ
1687,Abeselom Tsegaye - Anchin Bicha - New Ethiopian Music 2018 (Official Video),521,46780,289,62,82,ABESELOM TSEGAYE
1688,Fikadu Girma - Wub Aynama - New Ethiopian Music 2016 (official Video),1395,300692,603,85,86,FIKADU GIRMA
1689,Tsega muche - Yebelay | የበላይ - New Ethiopian Music 2019 (Official Video),148,250166,1567,101,248,TSEGA MUCHE
1690,Indris Hussein - Zatua | ዛቷ - New Ethiopian Music 2017 (Official Video),698,63298,436,34,191,INDRIS HUSSEIN
1691,Esubalew Yetayew - Zefen Mamokiya Aydelem | ዘፈን ማሞቂያ አይደለም - New Ethiopian Music 2019,303,875213,5083,204,686,ESUBALEW YETAYEW
1692,Eshetu Mersha - Biringoye | ቢሪንጎዬ - New Ethiopian Music 2019,292,109630,947,61,273,ESHETU MERSHA
1693,Sam Seyoum - Tey Atiferi - New Ethiopian Music 2016 (Official Video),1196,62783,180,30,89,SAM SEYOUM
1694,Bethelhem Dagnachew - Kere Ketrogn New Ethiopian Music 2015 (Official Video),1538,60122,149,17,23,BETHELHEM DAGNACHEW
1695,Bisrat Surafel - Adwa | አድዋ - New Ethiopian Music 2019,246,101331,1616,139,268,BISRAT SURAFEL
1696,Ziggy Zaga - Yihew Metach | ይኼው መጣች - New Ethiopian Music 2019 (Official Audio),219,8548,103,5,14,ZIGGY ZAGA
1697,Bini Lali - Kadelegn | ካደለኝ - New Ethiopian Music 2017 (Official Video),833,75528,334,44,115,BINI LALI
1698,Bini Goytom - Dej Adere - New Ethiopian Music 2016 (Official Video),1378,883270,925,169,222,BINI GOYTOM
1699,Tararanga - Chiimari - New Ethiopian Music 2017 (Official Video),813,161468,1256,37,256,TARARANGA
1700,Zenawi hailemariam - Tsiryitey | ፅርይተይ - New Ethiopian Music 2017 (Official Video),896,154865,651,65,105,ZENAWI HAILEMARIAM
1701,Selamawit Nega - Kuru New - New Ethiopian Music 2016 (Official Video),1260,72795,157,15,42,SELAMAWIT NEGA
1702,Girmaw Admasu - Embi | እምቢ - New Ethiopian Music 2017 (Official Video),725,106895,421,51,102,GIRMAW ADMASU
1703,Efrem Yohannes - Mela Kalesh | መላ ካለሽ - New Ethiopian Music 2017 (Official Video),739,50796,304,30,94,EFREM YOHANNES
1704,Fasika Niguse - Alebish Gura - New Ethiopian Music 2016 (Official Video),1377,436722,1138,135,322,FASIKA NIGUSE
1705,Selamawit Kelelom & Hareg Heluf - Yeiwey Welelaka | ያዓወይ ወለላካ - New Ethiopian Tigrigna Music 2018,438,144630,1145,60,172,SELAMAWIT KELELOM
1706,Selamawit Kelelom & Hareg Heluf - Yeiwey Welelaka | ያዓወይ ወለላካ - New Ethiopian Tigrigna Music 2018,438,144630,1145,60,172,HAREG HELUF
1707,Shewandagn Hailu ሸዋንዳኝ ሀይሉ - And Leben አንድ ልቤን NEW 2013,2270,340313,818,82,119,SHEWANDAGN HAILU ሸዋንዳኝ ሀይሉ
1708,Berhe Wedi Marse - Saeri Lemalim | ሳዕሪ ለማልም - New Ethiopian Tigrigna Music 2018 (Official Video),592,358522,1163,239,335,BERHE WEDI MARSE
1709,Fitsum G/Tsadik - Yegna Emama | የኛ እማማ - New Ethiopian Music 2018 (Official Video),559,66933,620,82,137,FITSUM G/TSADIK
1710,Haimi Asrat - Lante New | ላንተ ነው - New Ethiopian Music 2018 (Official Video),552,132265,1126,132,281,HAIMI ASRAT
1711,Hot New Ethiopian Music 2014  Muluken Tsegaye (Chuli) - Nesh Welela,1872,98214,288,27,42,MULUKEN TSEGAYE
1712,Best Ethiopian Music 2014 Tesfaye Mamo - Nitsuh Fikir,2115,33117,49,9,5,TESFAYE MAMO
1713,Bisrat Teklu -  Dege | ደጌ - New Ethiopian Music 2017 (Official Video),1010,132832,431,52,138,BISRAT TEKLU
1714,Mesay Tefera - Yisemal | ይሰማል - New Ethiopian Music Dedicated to Dr Abiy Ahmed,492,552687,4737,236,663,MESAY TEFERA
1715,Static Levi - Medi - New Ethiopian Music 2019 (Official Video),25,21738,440,30,124,STATIC LEVI
1716,Mesay Berhanu - Tayibet | ታይበት - New Ethiopian Music 2018 (Official Video),545,213817,807,108,195,MESAY BERHANU
1717,Zemach - Shekerker | ሽቅርቅር - New Ethiopian Music 2017 (Official Video),706,123927,1166,86,232,ZEMACH
1718,Blen Hailu - Anten Sasib - New Ethiopian Music 2016 (Official Video),1207,21678,53,71,80,BLEN HAILU
1719,Kibur Weldegiorgis - Jemeregn | ጀመረኝ - New Ethiopian Music 2018 (Official Video),354,60762,457,24,113,KIBUR WELDEGIORGIS
1720,Wansisa Wana ( Siso Man ) -  Immo Laa Immo - New Ethioopian Music 2015 (Official Video),1474,9349,35,2,10,WANSISA WANA
1721,Getnet Demissie - Bihon New Ethiopian Music 2015 (Official Video),1567,44487,212,12,30,GETNET DEMISSIE
1722,Tigist Kassahun (TT) -  Alaznem - New Ethiopian Music 2016 (Official Video),1252,101119,294,32,75,TIGIST KASSAHUN
1723,Baredu Girma - Araaroo Araara Kee - New Ethiopian Music 2019 (Official Video),31,65325,877,64,126,BAREDU GIRMA
1724,NK5 (Natnael) ft. Mule King - Wolelaye | ወለላዬ - New Ethiopian Music 2019 (Official Video),81,19631,217,50,67,NK5
1725,NK5 (Natnael) ft. Mule King - Wolelaye | ወለላዬ - New Ethiopian Music 2019 (Official Video),81,19631,217,50,67,MULE KING
1726,Genet Bekele - Ere Simagn | ኧረ ስማኝ - New Ethiopian Music 2019 (Official Video),123,84955,595,50,192,GENET BEKELE
1727,Asne Abate - Mango - New Ethiopian Music (Official Video),1184,27696,124,18,80,ASNE ABATE
1728,King Teddy - LEBO LEBO - New Ethiopian Music 2016 (Official Video),1384,67222,328,20,73,KING TEDDY
1729,Alemye Getachew - Kelem Shash | ቀለም ሻሽ - New Ethiopian Music 2019 (Official Video),261,851584,4614,312,771,ALEMYE GETACHEW
1730,Hot New Ethiopian Traditional Music 2014 Hana Alemayehu - Difer Lebe,2105,87556,89,23,4,HANA ALEMAYEHU
1731,Mebratu Birkneh - Maleda | ማለዳ - New Ethiopian Music 2017 (Official Video),944,307649,635,110,156,MEBRATU BIRKNEH
1732,Yeneta Abebe - Yalante | ያላንተ - New Ethiopian Music 2019 (Official Video),277,68788,521,153,253,YENETA ABEBE
1733,Meselu Fantahun - Sheger Gonder | ሸገር ጎንደር - New Ethiopian Music 2019 (Official Video),106,713743,3906,303,871,MESELU FANTAHUN
1734,Dawit kahsay - Kieleyo’Do | ኪኢለዮ’ዶ - New Eritrean Music 2019 (Official Video),17,38996,628,60,109,DAWIT KAHSAY
1735,Selam Mitiku - Eyale Fikir | እያለ ፍቅር -  New Ethiopian Music 2017 (Official Video),774,142204,376,62,82,SELAM MITIKU
1736,Wondimu Jira - DJew (ዲጄው) - New Ethiopian Music 2016 (Official Audio),1361,61087,228,17,30,WONDIMU JIRA
1737,Teddy Yo ft. Ziggy Zagga - Werea | ወሬ - New Ethiopian Music 2018 (Official Audio W/Lyrics),598,62878,539,27,71,TEDDY YO
1738,Teddy Yo ft. Ziggy Zagga - Werea | ወሬ - New Ethiopian Music 2018 (Official Audio W/Lyrics),598,62878,539,27,71,ZIGGY ZAGGA
1739,Terefe Assefa - Asayena | አሳየና - New Ethiopian Music 2019 (Official Video),257,40885,291,53,104,TEREFE ASSEFA
1740,Estifanos Getahun - Sew Le Sew New Ethiopian Reggae Music (Official Video),1820,36905,121,14,7,ESTIFANOS GETAHUN
1741,Seble Aregawi - Weyza Hadarey | ወይዛ ሓዳረይ - New Ethiopian Tigrigna Music 2018 (Official Video),623,350073,1879,230,317,SEBLE AREGAWI
1742,Yared Negu - Weye | ወዬ - New Ethiopian Music 2019 (Official Video),57,2598169,21562,2321,3718,YARED NEGU
1743,Kassahun Degefaw - Mircha | ምርጫ - New Ethiopian Music 2019 (Official Video),222,29440,271,33,74,KASSAHUN DEGEFAW
1744,Amsal Mitike - Mela Bel - New Ethiopian Music (Official Video),1371,312312,685,72,118,AMSAL MITIKE
1745,Sisay Aklilu (Sisko) - Kesekesegn | ቀሰቀሰኝ - New Ethiopian Music 2017 (Official Video),809,110502,761,53,238,SISAY AKLILU
1746,Yirdaw Tenaw - Serachilign | ሰራችልኝ - New Ethiopian Music 2017 (Official Audio),1033,695319,2599,313,673,YIRDAW TENAW
1747,Kokebe Abdu - Abo Jeba | አቦ ጀባ - New Ethiopian Music 2017 (Official Video),882,186880,512,85,166,KOKEBE ABDU
1748,Wendi Mar (Wendesen Maru) - Ney Shromeda - Ethiopian Music 2016 (Official Video),1324,66770,381,24,89,WENDI MAR
1749,Guade Shegaw - Demo | ደሞ - New Ethiopian Music 2018 (Official Video),372,123237,701,87,253,GUADE SHEGAW
1750,Trhas Tareke - Wesen Eloyo | ወሰን ኢሎዮ - New Ethiopian Tigrigna Music (Official Video),1083,4750783,9043,1864,1814,TRHAS TAREKE
1751,Znar Zema - Tewbeshal | ተውበሻል  - New Ethiopian Music 2018 (Official Video),332,361286,2426,124,352,ZNAR ZEMA
1752,Mr. Yemo - Layew | ላየው - New Ethiopian Music 2018 (Official Video),579,74316,305,83,76,MR. YEMO
1753,Znabu Kiros (Zenach) - Embeytey | እምበይተይ - New Ethiopian Tigrigna Music 2018 (Official Video),395,107720,1146,60,151,ZNABU KIROS
1754,Ethiopia -  Etsegenet H/ Mariam - Ende Seblewongel - New Ethiopian Traditional Music 2015,1407,178926,377,60,64,ETHIOPIA
1755,Geez Ataklti - Gena Gena | ገና ገና - New Ethiopian Music 2019 (Official Video),213,40514,427,126,132,GEEZ ATAKLTI
1756,Tesfahun Yebresh Lij - Ney Ney Bawdametu | ነይ ነይ በአውዳመቱ - New Ethiopian Music 2018 (Official Video),419,44826,243,22,43,TESFAHUN YEBRESH LIJ
